Gene.ID	Gene.Name	g4_g3.log2foldchange	g4_g3.p-value	g2_g1.log2foldchange	g2_g1.p-value
ENSG00000018236	CNTN1	0.049821792	0.590565969	0.243155566	0.009012349
ENSG00000018625	ATP1A2	0.039523065	0.819456824	-0.123760328	0.26343416
ENSG00000019144	PHLDB1	0.831615547	0.523555379	-0.307085171	0.712337662
ENSG00000020129	NCDN	-0.17058522	0.501228862	0.170376927	0.319500593
ENSG00000021300	PLEKHB1	-0.06185728	0.850845622	-0.304592767	0.202605574
ENSG00000021574	SPAST	-0.310049348	0.516257302	0.353975415	0.284896977
ENSG00000022355	GABRA1	0.005743181	0.968207994	0.415190146	0.006104129
ENSG00000023287	RB1CC1	0.211545701	0.725741703	0.289753939	0.462241059
ENSG00000023318	ERP44	-0.032543129	0.720858476	-0.048285102	0.406205847
ENSG00000023697	DERA	-0.201881168	0.288415821	0.076826286	0.527899627
ENSG00000023734	STRAP	0.146247356	0.753133088	-0.250962367	0.424521064
ENSG00000024422	EHD2	-0.06464599	0.703135704	0.003865496	0.975384201
ENSG00000025772	TOMM34	0.348687376	0.417510206	-0.127382513	0.671910695
ENSG00000026508	CD44	0.131663272	0.633624406	-0.482442604	0.030270841
ENSG00000028528	SNX1	-0.010493011	0.931209668	-0.135350024	0.08233581
ENSG00000029534	ANK1	0.051974362	0.582504252	-0.119472493	0.12730795
ENSG00000029725	RABEP1	-0.085730305	0.611346245	0.281240039	0.037279181
ENSG00000031698	SARS1	0.048303438	0.506162547	-0.118853007	0.041981276
ENSG00000032444	PNPLA6	0.181450162	0.764462473	0.173425999	0.664349947
ENSG00000033178	UBA6	0.118129878	0.654887025	-0.088096043	0.608038946
ENSG00000033627	ATP6V0A1	0.047420618	0.605716512	0.213978495	0.013008932
ENSG00000034713	GABARAPL2	-0.123644114	0.348689529	-0.462382285	0.003139393
ENSG00000035403	VCL	-0.014153451	0.882252081	-0.034220957	0.574726309
ENSG00000035687	ADSS2	0.075075268	0.581881887	-0.266167621	0.023649078
ENSG00000036257	CUL3	0.476304579	0.430651437	-0.049760318	0.907533402
ENSG00000038274	MAT2B	-0.019312021	0.731087103	0.24442942	0.00145437
ENSG00000038382	TRIO	0.102116608	0.666360321	-0.061193055	0.693166951
ENSG00000038427	VCAN	0.027740905	0.681126278	-0.122724827	0.024661199
ENSG00000039319	ZFYVE16	0.708446338	0.173959109	-0.08524871	0.784291893
ENSG00000040341	STAU2	0.01215198	0.969996102	0.092702538	0.681301921
ENSG00000040731	CDH10	-0.173962192	0.553376909	0.605477169	0.019737688
ENSG00000040933	INPP4A	0.048691737	0.654887025	0.06665497	0.343047433
ENSG00000041982	TNC	0.156401747	0.149047333	-0.375775982	0.002094232
ENSG00000042493	CAPG	-0.108710513	0.492401119	-0.179538037	0.144708232
ENSG00000042753	AP2S1	0.040365661	0.889181043	0.214088788	0.260577299
ENSG00000044574	HSPA5	0.119006798	0.430651437	-0.034634479	0.738424298
ENSG00000047056	WDR37	-0.013176007	0.952243584	-0.079882586	0.536429838
ENSG00000047249	ATP6V1H	0.010159596	0.955698172	0.301239675	0.029960255
ENSG00000047410	TPR	-0.030051462	0.84230033	-0.017592648	0.85823188
ENSG00000047457	CP	0.03344489	0.851270847	0.145857281	0.247709641
ENSG00000047849	MAP4	0.044663736	0.789276301	-0.248047008	0.047112594
ENSG00000048392	RRM2B	-0.096061387	0.402127962	0.117122503	0.148890196
ENSG00000048707	VPS13D	-0.029784379	0.83932298	0.180037065	0.130498095
ENSG00000049759	NEDD4L	-0.013170275	0.9743872	0.25814127	0.437901407
ENSG00000049860	HEXB	0.291266014	0.205625846	-0.017294446	0.8765347
ENSG00000050165	DKK3	0.107879736	0.405657097	-0.209723349	0.042999036
ENSG00000050405	LIMA1	0.607061112	0.239147896	-0.279010451	0.316434414
ENSG00000050426	LETMD1	-0.088240162	0.636903408	0.204140861	0.15911922
ENSG00000051620	HEBP2	0.293789936	0.034261968	-0.154082115	0.034825306
ENSG00000054116	TRAPPC3	0.16735089	0.295189322	0.057285714	0.581499456
ENSG00000054356	PTPRN	0.665338702	0.051506345	0.485825125	0.01532417
ENSG00000054654	SYNE2	0.248174631	0.655890653	0.937620717	0.071320545
ENSG00000054983	GALC	0.296637175	0.045281389	-0.221342994	0.014436255
ENSG00000055163	CYFIP2	0.045208782	0.783247021	-0.016797213	0.877105013
ENSG00000055332	EIF2AK2	0.0527197	0.664548587	-0.192277119	0.040378466
ENSG00000055955	ITIH4	0.661930609	0.523555379	0.600653052	0.384028083
ENSG00000057608	GDI2	-0.123463191	0.361195247	0.067274152	0.462587681
ENSG00000057663	ATG5	-0.035838086	0.800802088	0.370300775	0.030270841
ENSG00000057757	PITHD1	-0.043597645	0.830220725	0.149287469	0.244596292
ENSG00000058272	PPP1R12A	0.283614107	0.531656356	0.745273527	0.040754096
ENSG00000058404	CAMK2B	0.071032459	0.59973337	0.035318421	0.700370307
ENSG00000058668	ATP2B4	-0.152495949	0.091668137	0.002656525	0.961829409
ENSG00000059573	ALDH18A1	0.192690885	0.052894878	0.137803896	0.025936812
ENSG00000059915	PSD	-0.258312784	0.218448376	0.348766302	0.031104502
ENSG00000060971	ACAA1	0.631772231	0.437804069	0.117182865	0.812802562
ENSG00000060982	BCAT1	-0.05139775	0.837032758	0.129851242	0.403384765
ENSG00000061676	NCKAP1	0.049657388	0.593559773	0.118768829	0.086368903
ENSG00000061918	GUCY1B1	0.040179646	0.863789895	-0.069127195	0.642555494
ENSG00000061987	MON2	-0.077988525	0.431356075	0.29060959	0.006200962
ENSG00000062485	CS	0.00565928	0.934318811	0.045462118	0.265561545
ENSG00000062598	ELMO2	0.226604617	0.488801132	0.041960339	0.85410782
ENSG00000063177	RPL18	0.085808092	0.646385971	0.228518526	0.087504831
ENSG00000064042	LIMCH1	0.031778263	0.864874462	0.111282667	0.340919503
ENSG00000064607	SUGP2	0.192432893	0.33789204	0.039193402	0.77072471
ENSG00000064651	SLC12A2	0.041105845	0.719866112	0.099026159	0.19219436
ENSG00000065000	AP3D1	0.257573793	0.290207755	0.593789086	0.010147488
ENSG00000065135	GNAI3	-0.118591577	0.420764277	-0.133281497	0.202810461
ENSG00000065154	OAT	-0.013048542	0.878621413	0.272244771	0.003862504
ENSG00000065427	KARS1	-0.101228309	0.575685399	-0.192147032	0.13726421
ENSG00000065518	NDUFB4	0.064422374	0.589795444	0.719406719	0.000578347
ENSG00000065534	MYLK	0.030465346	0.862630507	0.309258168	0.025954688
ENSG00000065559	MAP2K4	-0.183442473	0.819097791	0.192132901	0.707077164
ENSG00000065609	SNAP91	0.190009652	0.392347752	0.486270853	0.015805482
ENSG00000065833	ME1	0.152599402	0.42921714	-0.014616289	0.916427683
ENSG00000066027	PPP2R5A	0.0462376	0.816527199	0.205733245	0.173643621
ENSG00000066032	CTNNA2	-0.050103657	0.581881887	-0.183850453	0.021350706
ENSG00000066044	ELAVL1	0.139450905	0.561581153	-0.084951911	0.59994244
ENSG00000066084	DIP2B	0.122921644	0.302682442	0.311285805	0.008134923
ENSG00000066248	NGEF	-0.104669623	0.720591579	0.54048418	0.024390513
ENSG00000066427	ATXN3	0.276892901	0.226771845	0.524497148	0.011582435
ENSG00000066557	LRRC40	-0.09800987	0.499290396	0.228741592	0.045611807
ENSG00000066583	ISOC1	0.095602608	0.709456485	0.459000911	0.025954688
ENSG00000066739	ATG2B	0.085204069	0.783540275	0.421926495	0.061683527
ENSG00000066926	FECH	0.10021587	0.795271743	0.140465406	0.570718798
ENSG00000067057	PFKP	0.126240688	0.05979909	-0.031622157	0.34055776
ENSG00000067141	NEO1	-0.039447258	0.771834916	-0.007645524	0.936703719
ENSG00000067177	PHKA1	0.224925483	0.693022374	0.034814518	0.928525267
ENSG00000067191	CACNB1	-0.104219606	0.816831442	0.292737013	0.295273698
ENSG00000067369	TP53BP1	0.238139355	0.795271743	0.105445398	0.860940891
ENSG00000067704	IARS2	-0.027447421	0.679504973	0.040277705	0.33817288
ENSG00000067715	SYT1	-0.018663486	0.783840654	0.444619489	0.000340517
ENSG00000067829	IDH3G	-0.143808062	0.703135704	-0.030074762	0.904986954
ENSG00000067836	ROGDI	0.002039019	0.982839607	0.236244726	0.029960255
ENSG00000067900	ROCK1	-0.347028414	0.181920609	-0.119421876	0.448922057
ENSG00000067992	PDK3	0.090759399	0.4017118	0.427299187	0.002118872
ENSG00000068120	COASY	0.237564821	0.718702677	-0.062796836	0.884846329
ENSG00000068383	INPP5A	-0.047096426	0.608924187	0.162944474	0.030638781
ENSG00000068400	GRIPAP1	0.001535514	0.986523222	0.147595569	0.118099255
ENSG00000068615	REEP1	-0.430203326	0.096051517	-0.00027392	0.99835672
ENSG00000068796	KIF2A	0.084255509	0.605716512	-0.345954937	0.017402112
ENSG00000068912	ERLEC1	-0.267564346	0.105656033	0.381561113	0.00787881
ENSG00000068976	PYGM	0.039262455	0.560840724	-0.122496898	0.029687867
ENSG00000069329	VPS35	0.193011114	0.371904603	-0.641898928	0.00564033
ENSG00000069345	DNAJA2	-0.017293506	0.960359377	-0.510918838	0.045617019
ENSG00000069424	KCNAB2	-0.003673877	0.978847342	-0.382553025	0.020308419
ENSG00000069535	MAOB	-0.050230029	0.439220737	-0.166030362	0.009741943
ENSG00000069849	ATP1B3	-0.009301696	0.797472425	-0.035558379	0.147730647
ENSG00000069966	GNB5	-0.058271543	0.901017297	0.239746934	0.42902475
ENSG00000070010	UFD1	-0.131855787	0.254258074	0.022200445	0.769007786
ENSG00000070061	ELP1	-0.15503316	0.21565209	-0.001812693	0.9788937
ENSG00000070081	NUCB2	0.274559265	0.538450491	-0.208090076	0.472323222
ENSG00000070087	PFN2	0.18984536	0.224401567	-0.025514486	0.797470953
ENSG00000070182	SPTB	0.178549652	0.350105501	0.002546383	0.988051001
ENSG00000070214	SLC44A1	0.074678777	0.747950179	0.055258056	0.718261955
ENSG00000070366	SMG6	-0.211225093	0.321325614	0.353858552	0.05590787
ENSG00000070367	EXOC5	-0.157011419	0.56900296	0.275166682	0.157088872
ENSG00000070610	GBA2	0.199358081	0.366141724	0.441876478	0.021350706
ENSG00000070669	ASNS	0.181451625	0.74026483	0.264643301	0.463205161
ENSG00000070718	AP3M2	-0.137613797	0.449212588	0.235408272	0.081637832
ENSG00000070808	CAMK2A	0.050055235	0.361438409	0.40225503	0.000257366
ENSG00000070831	CDC42	0.362301824	0.301716956	0.101353814	0.660152022
ENSG00000070882	OSBPL3	0.405234252	0.532426327	0.062439319	0.886023093
ENSG00000070961	ATP2B1	-0.043274374	0.731974416	0.363953556	0.005858524
ENSG00000071051	NCK2	-0.013453995	0.923707993	0.006688653	0.93962398
ENSG00000071127	WDR1	0.309200315	0.12607604	-0.164378485	0.173643621
ENSG00000071242	RPS6KA2	-0.091012562	0.747033376	0.033981022	0.858832296
ENSG00000071553	ATP6AP1	0.193601858	0.138466425	0.27674795	0.011314783
ENSG00000072042	RDH11	-0.113015284	0.553376909	0.440344046	0.01370086
ENSG00000072110	ACTN1	-0.062723112	0.725741703	0.188458711	0.127955238
ENSG00000072134	EPN2	0.037449709	0.851130396	-0.27779979	0.052723147
ENSG00000072501	SMC1A	0.347554482	0.133564518	-0.087901004	0.506674609
ENSG00000072506	HSD17B10	-0.019995014	0.580104115	0.31795193	0.000152603
ENSG00000072778	ACADVL	-0.185180635	0.486024926	0.318289689	0.089463879
ENSG00000072832	CRMP1	-0.070026591	0.718817927	0.208551701	0.119278306
ENSG00000072952	IRAG1	-0.522188482	0.35462012	0.001837211	0.996480675
ENSG00000073008	PVR	0.129875618	0.703135704	0.228869614	0.293185178
ENSG00000073578	SDHA	-0.096387159	0.48305813	0.096716795	0.291092676
ENSG00000073670	ADAM11	0.214139817	0.789276301	0.145692701	0.776207718
ENSG00000073921	PICALM	0.018954413	0.852820871	0.091557871	0.169193963
ENSG00000074054	CLASP1	0.167724814	0.279953618	-0.169265935	0.114678942
ENSG00000074317	SNCB	0.032115603	0.870773838	-0.21680467	0.112686724
ENSG00000074319	TSG101	-0.115924983	0.763224311	0.130009593	0.602756421
ENSG00000074582	BCS1L	-0.048345148	0.77945787	-0.172908266	0.140558195
ENSG00000074590	NUAK1	-0.003327273	0.96734418	-0.028354361	0.592664299
ENSG00000074800	ENO1	0.049934229	0.687179026	-0.414368061	0.003139393
ENSG00000074842	MYDGF	0.274825595	0.3221219	0.20708041	0.26343416
ENSG00000075142	SRI	-0.016681354	0.931209668	-0.650026061	0.002323561
ENSG00000075239	ACAT1	-0.021741279	0.934104346	-0.230265467	0.151350865
ENSG00000075340	ADD2	0.072353848	0.611826581	0.201720371	0.062603027
ENSG00000075391	RASAL2	-0.230120938	0.195615373	0.098014161	0.279644489
ENSG00000075413	MARK3	-0.098334297	0.264565288	0.262009859	0.005045207
ENSG00000075618	FSCN1	-0.050635871	0.728803443	-0.128226879	0.191227526
ENSG00000075651	PLD1	0.331232999	0.086912681	-0.058028388	0.372514034
ENSG00000075711	DLG1	0.05987492	0.76422755	0.059481109	0.651549345
ENSG00000075785	RAB7A	-0.007262578	0.932088101	-0.059290947	0.243789469
ENSG00000075945	KIFAP3	-0.016575936	0.865151662	0.2977504	0.004272581
ENSG00000076043	REXO2	0.007546744	0.957286073	-0.265599919	0.021616418
ENSG00000076201	PTPN23	0.179947443	0.348689529	-0.091702682	0.466155609
ENSG00000076356	PLXNA2	-0.292883938	0.010660111	0.489959036	0.000255198
ENSG00000076513	ANKRD13A	0.348437713	0.134288685	-0.157696294	0.250015134
ENSG00000076554	TPD52	0.091129211	0.703135704	-0.172279667	0.264536552
ENSG00000076685	NT5C2	-0.051430447	0.432141755	-0.114871936	0.061291447
ENSG00000076706	MCAM	0.200395066	0.654887025	-0.487523004	0.15940882
ENSG00000076826	CAMSAP3	0.028347795	0.850845622	0.225913412	0.041655452
ENSG00000076864	RAP1GAP	0.028827902	0.898429422	-0.314874755	0.052607549
ENSG00000077063	CTTNBP2	0.087161153	0.703135704	0.461467702	0.017256798
ENSG00000077097	TOP2B	0.204633717	0.525973623	-0.231562442	0.289861132
ENSG00000077522	ACTN2	0.037789508	0.388692978	0.741016635	3.38E-05
ENSG00000077549	CAPZB	-0.07368277	0.307640283	0.238749873	0.003676666
ENSG00000078018	MAP2	0.025390435	0.723008756	0.155979258	0.014627944
ENSG00000078053	AMPH	-0.109365945	0.538450491	0.508007211	0.006637132
ENSG00000078070	MCCC1	0.023069508	0.87832356	-0.174608892	0.094670015
ENSG00000078114	NEBL	0.625352627	0.2954583	0.280551422	0.465754215
ENSG00000078140	UBE2K	0.271614179	0.347532708	-0.155756181	0.411346377
ENSG00000078142	PIK3C3	0.231364197	0.096051517	0.162017427	0.063539225
ENSG00000078237	TIGAR	0.052402707	0.738532446	-0.188100565	0.091439613
ENSG00000078668	VDAC3	0.172745181	0.302682442	0.151514115	0.180554382
ENSG00000078902	TOLLIP	0.257319912	0.199039905	-0.0782412	0.523646579
ENSG00000079246	XRCC5	-0.099176578	0.216504886	-0.231317808	0.005045908
ENSG00000079308	TNS1	0.019959777	0.942522718	0.201238515	0.202605574
ENSG00000079332	SAR1A	0.175449748	0.562873099	-0.027153703	0.899582466
ENSG00000079435	LIPE	-0.042028053	0.744321294	-0.07323364	0.378892246
ENSG00000079691	CARMIL1	-0.086914114	0.301716956	0.145048376	0.030881009
ENSG00000079739	PGM1	0.015386796	0.926148279	-0.318070901	0.016239763
ENSG00000079785	DDX1	0.149576507	0.58558405	-0.538276116	0.023649078
ENSG00000079805	DNM2	0.069610881	0.461405697	-0.345132679	0.002888174
ENSG00000079819	EPB41L2	0.016610964	0.902326531	-0.455512027	0.002888174
ENSG00000079841	RIMS1	0.740497029	0.35462012	0.645109325	0.229185627
ENSG00000079931	MOXD1	-0.098107331	0.216504886	0.266712388	0.002931447
ENSG00000079950	STX7	-0.044052497	0.900450731	-0.218651617	0.346791653
ENSG00000080371	RAB21	-0.04751222	0.649067635	-0.010503817	0.876848009
ENSG00000080493	SLC4A4	0.087165751	0.640435997	-0.248497139	0.070269115
ENSG00000080819	CPOX	0.101816875	0.723413024	0.148217787	0.437867321
ENSG00000080824	HSP90AA1	0.089143212	0.402127962	-0.015203145	0.834695208
ENSG00000080845	DLGAP4	0.214423201	0.433941367	0.137851763	0.455349409
ENSG00000080854	IGSF9B	-0.038189404	0.445090565	0.494116147	0.000102218
ENSG00000081307	UBA5	-0.057280545	0.703135704	0.278504423	0.023800922
ENSG00000081760	AACS	0.153632386	0.392347752	0.002329563	0.986032051
ENSG00000081803	CADPS2	0.017395597	0.950476905	0.327688483	0.073043098
ENSG00000082153	BZW1	-0.21150079	0.304508459	-0.292101144	0.058151498
ENSG00000082212	ME2	0.09443385	0.638355491	-0.216380138	0.122616219
ENSG00000082397	EPB41L3	0.004029485	0.970521848	0.106711499	0.20945781
ENSG00000082458	DLG3	0.051735728	0.768536263	0.08391965	0.459099037
ENSG00000082898	XPO1	-0.003967134	0.957286073	-0.238225556	0.003305511
ENSG00000083312	TNPO1	0.115783606	0.763224311	-0.168025911	0.496729963
ENSG00000083799	CYLD	0.401730648	0.420764277	0.277043086	0.406521105
ENSG00000084070	SMAP2	0.427723822	0.064147581	0.158976123	0.239268084
ENSG00000084073	ZMPSTE24	0.108363855	0.719866112	0.078202113	0.690684713
ENSG00000084207	GSTP1	0.13240994	0.607573168	-0.266219038	0.142921274
ENSG00000084234	APLP2	0.301524306	0.570166613	-0.269473032	0.451443363
ENSG00000084444	FAM234B	0.023562635	0.918323829	0.493867002	0.010956842
ENSG00000084674	APOB	0.072517356	0.877700238	-0.206913329	0.499337704
ENSG00000084733	RAB10	0.173409313	0.396588087	0.297016252	0.05709595
ENSG00000084754	HADHA	0.052140912	0.703090743	0.034577256	0.691375297
ENSG00000085117	CD82	0.27132774	0.384865564	-0.178170636	0.387953205
ENSG00000085224	ATRX	0.077610288	0.613360229	0.850657973	0.002888174
ENSG00000085377	PREP	0.198965489	0.019726833	0.282251534	0.000739858
ENSG00000085662	AKR1B1	0.005243861	0.962610057	-0.171033022	0.043773983
ENSG00000085719	CPNE3	0.302679234	0.497774116	-0.06298473	0.836763814
ENSG00000085832	EPS15	-0.069302239	0.478892631	-0.590169067	0.000549894
ENSG00000086289	EPDR1	-0.117458422	0.501228862	0.231366513	0.077481802
ENSG00000086758	HUWE1	0.167706723	0.507243299	0.149142907	0.382138312
ENSG00000086827	ZW10	-0.323529019	0.081927036	-0.087206845	0.374727768
ENSG00000087053	MTMR2	0.165497833	0.182952579	0.061288844	0.418457454
ENSG00000087086	FTL	-0.31801507	0.181920609	0.013345932	0.933075755
ENSG00000087191	PSMC5	0.462141873	0.071413307	-0.339306396	0.036353584
ENSG00000087274	ADD1	-0.108834806	0.317983976	0.083339318	0.250042663
ENSG00000087299	L2HGDH	0.479227152	0.036168277	0.317327518	0.017487796
ENSG00000087302	RTRAF	0.039881426	0.751677682	-0.641137078	0.000889042
ENSG00000087365	SF3B2	-0.051932965	0.752718068	-0.317351134	0.02302706
ENSG00000087460	GNAS	-0.091477685	0.086937072	0.135623666	0.004833958
ENSG00000087470	DNM1L	-0.044077383	0.61742328	0.381697956	0.00158281
ENSG00000087842	PIR	0.077668079	0.752718068	-0.186231137	0.259139718
ENSG00000088247	KHSRP	0.053423035	0.370702238	0.240434081	0.002026528
ENSG00000088367	EPB41L1	0.062691864	0.723155055	0.051341084	0.659205018
ENSG00000088682	COQ9	-0.205542968	0.221662021	0.329541027	0.018640953
ENSG00000088832	FKBP1A	-0.071516348	0.747224123	0.659476259	0.005282787
ENSG00000088833	NSFL1C	-0.065983636	0.57642133	0.090104146	0.264536552
ENSG00000088992	TESC	-0.115160616	0.693022374	0.156023797	0.394840541
ENSG00000089006	SNX5	-0.013172335	0.955698172	-0.001477774	0.995515608
ENSG00000089009	RPL6	-0.000751584	0.990721959	0.365038148	0.002334367
ENSG00000089154	GCN1	-0.027734102	0.923707993	0.070861291	0.675662109
ENSG00000089157	RPLP0	0.036666509	0.882252081	-0.204082358	0.207505648
ENSG00000089169	RPH3A	-0.057410926	0.268053166	0.758462639	3.70E-05
ENSG00000089248	ERP29	0.08361139	0.488801132	0.083092077	0.301774865
ENSG00000089250	NOS1	0.22220482	0.374419165	0.182033979	0.279923855
ENSG00000089280	FUS	-0.011438272	0.948459382	-0.079215412	0.424892927
ENSG00000089289	IGBP1	0.138171683	0.374419165	0.18519626	0.100825264
ENSG00000089597	GANAB	0.046761467	0.58558405	-0.062590755	0.283086363
ENSG00000090054	SPTLC1	0.597113086	0.163372892	-0.084231872	0.642825054
ENSG00000090273	NUDC	-0.016822947	0.870552884	-0.186451013	0.025502757
ENSG00000090339	ICAM1	0.161102005	0.23930453	-0.893018154	0.000340517
ENSG00000090615	GOLGA3	0.435425734	0.177781703	-0.121532529	0.530256845
ENSG00000090621	PABPC4	0.011046785	0.900269608	0.106039035	0.079998156
ENSG00000090861	AARS1	0.04862956	0.659929078	0.03076536	0.671910695
ENSG00000090863	GLG1	0.070386736	0.739709666	-0.097786036	0.471593606
ENSG00000090975	PITPNM2	0.124604446	0.718702677	0.183246797	0.403954327
ENSG00000091129	NRCAM	0.010642216	0.913375852	0.442562371	0.000903999
ENSG00000091140	DLD	0.041677011	0.717639359	0.409288095	0.002714804
ENSG00000091157	WDR7	0.230151024	0.105479368	0.224523954	0.026645767
ENSG00000091164	TXNL1	0.12449869	0.342218283	-0.347203364	0.00823494
ENSG00000091409	ITGA6	0.150895602	0.533145322	-0.291076709	0.136490937
ENSG00000091428	RAPGEF4	-0.135446911	0.62179891	0.51731605	0.025110311
ENSG00000091483	FH	0.073148848	0.799859778	-0.211611003	0.261720988
ENSG00000091513	TF	0.013199404	0.850845622	-0.319267005	0.001074232
ENSG00000091527	CDV3	-0.053358558	0.460301125	-0.138331427	0.024661199
ENSG00000091622	PITPNM3	-0.154925111	0.218448376	0.56297662	0.001192743
ENSG00000092094	OSGEP	0.153475406	0.492401119	0.197404553	0.201952658
ENSG00000092621	PHGDH	0.170082862	0.12607604	-0.191083643	0.021549379
ENSG00000092820	EZR	0.056174718	0.84452964	-0.595357944	0.015693621
ENSG00000093144	ECHDC1	0.02102705	0.867967311	-0.250609727	0.018256634
ENSG00000093167	LRRFIP2	-0.005730141	0.972750785	0.059800346	0.645919844
ENSG00000094631	HDAC6	0.139340775	0.689421376	0.180106421	0.408698773
ENSG00000095139	ARCN1	0.103996841	0.720858476	-0.069741	0.712337662
ENSG00000095261	PSMD5	-0.044954015	0.798535807	-0.200253717	0.102492989
ENSG00000095321	CRAT	0.030230934	0.444800979	0.017175226	0.512427892
ENSG00000095637	SORBS1	-0.055394241	0.790889422	-0.117262365	0.379097878
ENSG00000095713	CRTAC1	-0.219462876	0.372289726	0.181984617	0.272940946
ENSG00000096384	HSP90AB1	0.084077156	0.252089043	-0.268245657	0.002377581
ENSG00000096746	HNRNPH3	0.199345301	0.325343801	-0.038051488	0.77803176
ENSG00000097021	ACOT7	0.045926203	0.545949614	0.308097657	0.002040728
ENSG00000097033	SH3GLB1	-0.018589617	0.955698172	0.023290292	0.91439308
ENSG00000099204	ABLIM1	0.075929076	0.83932298	-0.025375859	0.920946371
ENSG00000099246	RAB18	-0.030862579	0.925573274	0.311616178	0.130498095
ENSG00000099282	TSPAN15	0.063992199	0.381833687	-0.853382147	8.88E-05
ENSG00000099308	MAST3	0.02395186	0.948459382	0.428272239	0.070197651
ENSG00000099622	CIRBP	-0.114430162	0.374419165	0.205829486	0.043248289
ENSG00000099624	ATP5F1D	0.239783845	0.165206044	-0.010996941	0.920946371
ENSG00000099625	CBARP	0.352259099	0.16461927	0.71057267	0.008059438
ENSG00000099783	HNRNPM	0.022430116	0.793757729	0.182972007	0.015232958
ENSG00000099800	TIMM13	-0.066579407	0.461405697	-0.260727054	0.00626843
