"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"37","CONTAMINANT_O76014",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"38","CONTAMINANT_O76014",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"39","CONTAMINANT_O76014",NA,Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"40","CONTAMINANT_O76014",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"41","CONTAMINANT_O76015;CONTAMINANT_sp|K1H8_HUMAN|;sp|O76015|KRT38_HUMAN","axillary metastatic lymph nodes tissues-adjacent breast tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9,0
"42","CONTAMINANT_O76015;CONTAMINANT_sp|K1H8_HUMAN|;sp|O76015|KRT38_HUMAN","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.30825181033743,2.11294790134242,0.619159520926313,7,0.555418221647864,0.646643337382205,NA,0.866666666666667,0
"43","CONTAMINANT_O76015;CONTAMINANT_sp|K1H8_HUMAN|;sp|O76015|KRT38_HUMAN","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.15217415215196,1.97648178073159,-0.582941954428483,7,0.578220081517844,0.667513247454185,NA,0.82051282051282,0
"44","CONTAMINANT_O76015;CONTAMINANT_sp|K1H8_HUMAN|;sp|O76015|KRT38_HUMAN","adjacent breast tissues-primary breast tumor tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.846153846153846,0
"45","CONTAMINANT_P00761;CONTAMINANT_sp|TRYP_PIG|","axillary metastatic lymph nodes tissues-adjacent breast tissues",-2.62912039409995,1.19436268613237,-2.20127472553054,45,0.0328871086526243,0.065410705701156,NA,0.388888888888889,0.355555555555556
"46","CONTAMINANT_P00761;CONTAMINANT_sp|TRYP_PIG|","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",2.01530084578086,1.19327437109952,1.68888303862916,45,0.0981606321403654,0.164090981856033,NA,0.377777777777778,0.377777777777778
"47","CONTAMINANT_P00761;CONTAMINANT_sp|TRYP_PIG|","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.14524218175567,1.02847316574198,-1.11353627873164,45,0.271390903633164,0.382067878819824,NA,0.367521367521368,0.367521367521368
"48","CONTAMINANT_P00761;CONTAMINANT_sp|TRYP_PIG|","adjacent breast tissues-primary breast tumor tissues",1.75906173007476,1.02973567188561,1.70826531322707,45,0.0944775454206641,0.165059991804973,NA,0.376068376068376,0.35042735042735
"49","CONTAMINANT_P01030","axillary metastatic lymph nodes tissues-adjacent breast tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.783333333333333,0.216666666666667
"50","CONTAMINANT_P01030","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.85,0.15
"51","CONTAMINANT_P01030","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.57211802290732,0.366105477610683,-4.29416689738556,21,0.000321547181150628,0.00153452650290188,NA,0.858974358974359,0.141025641025641
"52","CONTAMINANT_P01030","adjacent breast tissues-primary breast tumor tissues",2.16258259386797,0.355717386048671,6.07949647300083,21,4.93866115336417e-06,3.77669391849722e-05,NA,0.807692307692308,0.192307692307692
"53","CONTAMINANT_P01044-1;CONTAMINANT_P01045-1;CONTAMINANT_Q2KJ62","axillary metastatic lymph nodes tissues-adjacent breast tissues",0.373877723814997,0.738200466443103,0.506471806522238,17,0.619030850922906,0.70031850729548,NA,0.8,0
"54","CONTAMINANT_P01044-1;CONTAMINANT_P01045-1;CONTAMINANT_Q2KJ62","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",2.02245725224512,0.695982074262654,2.9059042280475,17,0.00983866811578649,0.0241578864414613,NA,0.733333333333333,0
"55","CONTAMINANT_P01044-1;CONTAMINANT_P01045-1;CONTAMINANT_Q2KJ62","primary breast tumor tissues-non-tumor contralateral breast tissues",-2.42669789548379,0.449254497146359,-5.40161069259862,17,4.77178175799509e-05,0.000312946914067285,NA,0.615384615384615,0
"56","CONTAMINANT_P01044-1;CONTAMINANT_P01045-1;CONTAMINANT_Q2KJ62","adjacent breast tissues-primary breast tumor tissues",0.0303629194236742,0.512228937261549,0.0592760721133774,17,0.953423456046555,0.965402681170851,NA,0.666666666666667,0
"57","CONTAMINANT_P01966","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.534894358214411,0.820383728569349,-0.652005079558566,46,0.517642672442303,0.611614111626498,NA,0.755555555555556,0.555555555555556
"58","CONTAMINANT_P01966","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",0.719671274486491,0.829449017342396,0.86764980057769,46,0.390090000350797,0.493293422773702,NA,0.761111111111111,0.527777777777778
"59","CONTAMINANT_P01966","primary breast tumor tissues-non-tumor contralateral breast tissues",-2.44611154845921,0.752074915989711,-3.25248389017228,46,0.00214583250222589,0.00743965928069018,NA,0.82051282051282,0.487179487179487
"60","CONTAMINANT_P01966","adjacent breast tissues-primary breast tumor tissues",2.26133463218713,0.742065003211991,3.04735383342302,46,0.00381743433770731,0.0115589558029037,NA,0.816239316239316,0.508547008547009
"61","CONTAMINANT_P02070","axillary metastatic lymph nodes tissues-adjacent breast tissues",-3.16669627195712,0.613963279718299,-5.15779424692968,58,3.1640270976574e-06,2.46278852206971e-05,NA,0.555555555555556,0.488888888888889
"62","CONTAMINANT_P02070","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",2.81917867924842,0.607226321624212,4.64271488052044,58,2.01504517605144e-05,0.000132332588662538,NA,0.533333333333333,0.5
"63","CONTAMINANT_P02070","primary breast tumor tissues-non-tumor contralateral breast tissues",-2.20802064669004,0.545164288986948,-4.05019310929756,58,0.000153848807092682,0.000829232141758374,NA,0.575498575498576,0.447293447293447
"64","CONTAMINANT_P02070","adjacent breast tissues-primary breast tumor tissues",2.55553823939875,0.552658307777804,4.62408363980697,58,2.15174657189898e-05,0.000136349586199163,NA,0.592592592592593,0.438746438746439
"65","CONTAMINANT_P02533;sp|P02533|K1C14_HUMAN","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.495680039176812,1.29856124598382,-0.381714794515736,45,0.704469522537726,0.772647827765455,NA,0.718518518518519,0.685185185185185
"66","CONTAMINANT_P02533;sp|P02533|K1C14_HUMAN","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.38887985001881,1.29803255291725,1.0699884582227,45,0.290330300883245,0.391661948616376,NA,0.666666666666667,0.666666666666667
"67","CONTAMINANT_P02533;sp|P02533|K1C14_HUMAN","primary breast tumor tissues-non-tumor contralateral breast tissues",0.284347238078832,1.11876336345416,0.254162093046124,45,0.800528144607007,0.846732770367636,NA,0.62298195631529,0.62298195631529
"68","CONTAMINANT_P02533;sp|P02533|K1C14_HUMAN","adjacent breast tissues-primary breast tumor tissues",-1.17754704892083,1.11937673039306,-1.051966703388,45,0.298431155820704,0.410230001966214,NA,0.66286799620133,0.637226970560304
"69","CONTAMINANT_P02535-1","axillary metastatic lymph nodes tissues-adjacent breast tissues",4.59472197800499,1.85915849851872,2.47139874392948,5,0.0564332751515071,0.102917496503911,NA,0.766666666666667,0
"70","CONTAMINANT_P02535-1","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.966666666666667,0
"71","CONTAMINANT_P02535-1","primary breast tumor tissues-non-tumor contralateral breast tissues",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"72","CONTAMINANT_P02535-1","adjacent breast tissues-primary breast tumor tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.846153846153846,0
"73","CONTAMINANT_P02538;sp|P02538|K2C6A_HUMAN",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"74","CONTAMINANT_P02538;sp|P02538|K2C6A_HUMAN",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"75","CONTAMINANT_P02538;sp|P02538|K2C6A_HUMAN",NA,Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"76","CONTAMINANT_P02538;sp|P02538|K2C6A_HUMAN",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"77","CONTAMINANT_P02662;CONTAMINANT_sp|CAS1_BOVIN|","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.494032726266843,0.703246973811262,-0.702502455985586,49,0.485689942809716,0.583323727936757,NA,0.611111111111111,0.411111111111111
"78","CONTAMINANT_P02662;CONTAMINANT_sp|CAS1_BOVIN|","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.41755913812729,0.712603220656554,1.98926849758162,49,0.0522691548657814,0.0968544031478558,NA,0.544444444444445,0.311111111111111
"79","CONTAMINANT_P02662;CONTAMINANT_sp|CAS1_BOVIN|","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.09461941826978,0.619809868868203,-1.76605677523108,49,0.083615991295432,0.150143608109995,NA,0.564102564102564,0.307692307692308
"80","CONTAMINANT_P02662;CONTAMINANT_sp|CAS1_BOVIN|","adjacent breast tissues-primary breast tumor tissues",0.171093006409333,0.609029744455084,0.280927176327676,49,0.779949094240992,0.838078633572457,NA,0.615384615384615,0.384615384615385
"81","CONTAMINANT_P02666;CONTAMINANT_sp|CASB_BOVIN|","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.92667638454164,0.670828656761511,-1.38139057597101,21,0.18168142794387,0.266937314159606,NA,0.85,0.15
"82","CONTAMINANT_P02666;CONTAMINANT_sp|CASB_BOVIN|","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.7504150508708,0.612379979215284,2.8583805974745,21,0.00940949668220226,0.0233445131972732,NA,0.766666666666667,0.166666666666667
"83","CONTAMINANT_P02666;CONTAMINANT_sp|CASB_BOVIN|","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.60907506719693,0.500006159257871,-3.21811049204911,21,0.00412632037844141,0.0129736367192761,NA,0.756410256410256,0.166666666666667
"84","CONTAMINANT_P02666;CONTAMINANT_sp|CASB_BOVIN|","adjacent breast tissues-primary breast tumor tissues",0.78533640086777,0.570094735184031,1.37755420704641,21,0.182846359095579,0.279788756882865,NA,0.82051282051282,0.153846153846154
"85","CONTAMINANT_P02676","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.022810426221723,0.525735399499826,-0.0433876551653634,55,0.965549655683569,0.974790890011893,NA,0.633333333333333,0.433333333333333
"86","CONTAMINANT_P02676","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",0.491824678802575,0.519537909061874,0.946657924713635,55,0.347953842686616,0.453209880099317,NA,0.566666666666667,0.4
"87","CONTAMINANT_P02676","primary breast tumor tissues-non-tumor contralateral breast tissues",-1.19352445140437,0.423083135466059,-2.8210163709069,55,0.00664677209491593,0.0192384459462052,NA,0.602564102564103,0.5
"88","CONTAMINANT_P02676","adjacent breast tissues-primary breast tumor tissues",0.724510198823523,0.430670884609871,1.68228274702115,55,0.0981837689302543,0.170586835681475,NA,0.653846153846154,0.525641025641026
"89","CONTAMINANT_P02768-1;CONTAMINANT_sp|ALBU_HUMAN|;sp|P02768|ALBU_HUMAN","axillary metastatic lymph nodes tissues-adjacent breast tissues",-2.49673547717387,0.685553236347008,-3.64192792740328,46,0.000684452014450887,0.00239832613081932,NA,0.399255121042831,0.399255121042831
"90","CONTAMINANT_P02768-1;CONTAMINANT_sp|ALBU_HUMAN|;sp|P02768|ALBU_HUMAN","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",3.32565899237682,0.685553236347009,4.8510587012873,46,1.44645579565061e-05,9.95951721851062e-05,NA,0.355865921787709,0.355865921787709
"91","CONTAMINANT_P02768-1;CONTAMINANT_sp|ALBU_HUMAN|;sp|P02768|ALBU_HUMAN","primary breast tumor tissues-non-tumor contralateral breast tissues",-2.22388405987957,0.590872580813744,-3.76372864825925,46,0.000473134391891783,0.00207855067780404,NA,0.351668815355966,0.351668815355966
"92","CONTAMINANT_P02768-1;CONTAMINANT_sp|ALBU_HUMAN|;sp|P02768|ALBU_HUMAN","adjacent breast tissues-primary breast tumor tissues",1.39496054467661,0.590872580813743,2.36084832834092,46,0.0225268003679941,0.0502496334681374,NA,0.38504512247529,0.38504512247529
"93","CONTAMINANT_P02769;CONTAMINANT_sp|ALBU_BOVIN|","axillary metastatic lymph nodes tissues-adjacent breast tissues",-4.11353634429773,1.00870438545324,-4.07803951645299,55,0.000147671020449325,0.000637130679202376,NA,0.788888888888889,0.622222222222222
"94","CONTAMINANT_P02769;CONTAMINANT_sp|ALBU_BOVIN|","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",3.95470566093538,0.974501018342422,4.05818525224544,55,0.000157649241216973,0.000758171581606549,NA,0.738888888888889,0.672222222222222
"95","CONTAMINANT_P02769;CONTAMINANT_sp|ALBU_BOVIN|","primary breast tumor tissues-non-tumor contralateral breast tissues",-2.77592785798423,0.84895124351937,-3.26983190044752,55,0.0018596530704591,0.00661920909762745,NA,0.745726495726496,0.617521367521368
"96","CONTAMINANT_P02769;CONTAMINANT_sp|ALBU_BOVIN|","adjacent breast tissues-primary breast tumor tissues",2.93475854134658,0.888003669111371,3.30489461184705,55,0.00167618751158605,0.00562247315786013,NA,0.784188034188034,0.579059829059829
"97","CONTAMINANT_P05784","axillary metastatic lymph nodes tissues-adjacent breast tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.983333333333333,0.0166666666666667
"98","CONTAMINANT_P05784","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",0.157457944786046,2.36147247136592,0.0666778659058301,8,0.948474417898809,0.964205213122497,NA,0.9,0.1
"99","CONTAMINANT_P05784","primary breast tumor tissues-non-tumor contralateral breast tissues",3.77000035310409,1.36339676702701,2.76515277451102,8,0.0244792015244846,0.0558753019850691,NA,0.846153846153846,0.102564102564103
"100","CONTAMINANT_P05784","adjacent breast tissues-primary breast tumor tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.91025641025641,0.0384615384615385
"101","CONTAMINANT_P05787;sp|P05787-2|K2C8_HUMAN;sp|P05787|K2C8_HUMAN","axillary metastatic lymph nodes tissues-adjacent breast tissues",4.24573493493504,1.24737490014399,3.40373606559258,46,0.00138678147202453,0.00439602541235549,NA,0.714009661835749,0.714009661835749
"102","CONTAMINANT_P05787;sp|P05787-2|K2C8_HUMAN;sp|P05787|K2C8_HUMAN","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",-1.36233574069294,1.24737490014398,-1.09216222046451,46,0.280449027986244,0.380670282885367,NA,0.595652173913043,0.595652173913043
"103","CONTAMINANT_P05787;sp|P05787-2|K2C8_HUMAN;sp|P05787|K2C8_HUMAN","primary breast tumor tissues-non-tumor contralateral breast tissues",3.54092049814396,1.07510195767976,3.29356715691025,46,0.00190772339981748,0.00673054889242538,NA,0.477889260497956,0.477889260497956
"104","CONTAMINANT_P05787;sp|P05787-2|K2C8_HUMAN;sp|P05787|K2C8_HUMAN","adjacent breast tissues-primary breast tumor tissues",-6.42431969238605,1.07510195767976,-5.97554459509194,46,3.15076043033713e-07,3.56217267357899e-06,NA,0.56893348197696,0.56893348197696
"105","CONTAMINANT_P07744","axillary metastatic lymph nodes tissues-adjacent breast tissues",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"106","CONTAMINANT_P07744","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.933333333333333,0
"107","CONTAMINANT_P07744","primary breast tumor tissues-non-tumor contralateral breast tissues",0.285015869508353,0.295638497924353,0.96406885946661,2,0.436730048228632,0.542382216362227,NA,0.897435897435897,0
"108","CONTAMINANT_P07744","adjacent breast tissues-primary breast tumor tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.948717948717949,0
"109","CONTAMINANT_P08727","axillary metastatic lymph nodes tissues-adjacent breast tissues",2.51036437559889,0.793123181082032,3.16516328797008,42,0.00288241500199593,0.00809670109376084,NA,0.7,0.2
"110","CONTAMINANT_P08727","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",-1.33917964387515,0.652544755155548,-2.05224183214211,42,0.0464128879285954,0.087984649887683,NA,0.583333333333333,0.316666666666667
"111","CONTAMINANT_P08727","primary breast tumor tissues-non-tumor contralateral breast tissues",1.79311886055334,0.547727835158191,3.27374061615011,42,0.00212909917262127,0.00738963316731215,NA,0.551282051282051,0.346153846153846
"112","CONTAMINANT_P08727","adjacent breast tissues-primary breast tumor tissues",-2.96430359227708,0.709390938972119,-4.17866007221948,42,0.000145178546247848,0.000692406936050057,NA,0.641025641025641,0.256410256410256
"113","CONTAMINANT_P08729","axillary metastatic lymph nodes tissues-adjacent breast tissues",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"114","CONTAMINANT_P08729","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9,0
"115","CONTAMINANT_P08729","primary breast tumor tissues-non-tumor contralateral breast tissues",2.03555977432792,2.29975607669654,0.88511985899473,5,0.416621352422169,0.522215413309191,NA,0.794871794871795,0
"116","CONTAMINANT_P08729","adjacent breast tissues-primary breast tumor tissues",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.871794871794872,0
"117","CONTAMINANT_P08730-1","axillary metastatic lymph nodes tissues-adjacent breast tissues",-1.30484529212208,0.836733832264499,-1.55945085737803,17,0.137311028650069,0.213540638861495,NA,0.666666666666667,0
"118","CONTAMINANT_P08730-1","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.10785623631947,0.836733832264498,1.3240246702123,17,0.203022726045608,0.294327163655194,NA,0.666666666666667,0
"119","CONTAMINANT_P08730-1","primary breast tumor tissues-non-tumor contralateral breast tissues",-0.509233631566096,0.784925910726171,-0.648766494528101,17,0.52515731014144,0.62353924236342,NA,0.717948717948718,0
"120","CONTAMINANT_P08730-1","adjacent breast tissues-primary breast tumor tissues",0.706222687368701,0.784925910726172,0.899731653291126,17,0.380831611492262,0.492573561695547,NA,0.717948717948718,0
"121","CONTAMINANT_P08779;sp|P08779|K1C16_HUMAN","axillary metastatic lymph nodes tissues-adjacent breast tissues",-0.20041694556075,0.650037473012505,-0.308315987741364,50,0.759122776096512,0.820550025469693,NA,0.866666666666667,0.533333333333333
"122","CONTAMINANT_P08779;sp|P08779|K1C16_HUMAN","non-tumor contralateral breast tissues-axillary metastatic lymph nodes tissues",1.24568886210653,0.63635094076078,1.95755012260572,50,0.0558760819479631,0.102265007124902,NA,0.770833333333333,0.5375
"123","CONTAMINANT_P08779;sp|P08779|K1C16_HUMAN","primary breast tumor tissues-non-tumor contralateral breast tissues",0.47229207889431,0.43251108419829,1.09197682128716,50,0.280077157605761,0.391340313902716,NA,0.689102564102564,0.560897435897436
"124","CONTAMINANT_P08779;sp|P08779|K1C16_HUMAN","adjacent breast tissues-primary breast tumor tissues",-1.51756399544009,0.452406934592888,-3.35442248869531,50,0.00152386214171107,0.00518344016385055,NA,0.762820512820513,0.557692307692308
